data for cpa : 
25,15,100,20
25,15,100,23
25,15,100,50
25,15,100,51
25,15,100,52
25,15,100,53
25,15,100,58
25,15,100,60
25,15,100,67
25,15,100,70
25,15,100,90
25,15,100,100
25,15,100,110
25,15,100,115
25,15,100,120
25,15,100,125
25,25,100,20
25,25,100,23
25,25,100,50
25,25,100,51
25,25,100,52
25,25,100,53
25,25,100,58
25,25,100,60
25,25,100,67
25,25,100,70
25,25,100,90
25,25,100,100
25,25,100,110
25,25,100,115
25,25,100,120
25,25,100,125
25,29,100,20
25,29,100,23
25,29,100,50
25,29,100,51
25,29,100,52
25,29,100,53
25,29,100,58
25,29,100,60
25,29,100,67
25,29,100,70
25,29,100,90
25,29,100,100
25,29,100,110
25,29,100,115
25,29,100,120
25,29,100,125
25,35,100,20
25,35,100,23
25,35,100,50
25,35,100,51
25,35,100,52
25,35,100,53
25,35,100,58
25,35,100,60
25,35,100,67
25,35,100,70
25,35,100,90
25,35,100,100
25,35,100,110
25,35,100,115
25,35,100,120
25,35,100,125
25,45,100,20
25,45,100,23
25,45,100,50
25,45,100,51
25,45,100,52
25,45,100,53
25,45,100,58
25,45,100,60
25,45,100,67
25,45,100,70
25,45,100,90
25,45,100,100
25,45,100,110
25,45,100,115
25,45,100,120
25,45,100,125
56,15,100,20
56,15,100,23
56,15,100,50
56,15,100,51
56,15,100,52
56,15,100,53
56,15,100,58
56,15,100,60
56,15,100,67
56,15,100,70
56,15,100,90
56,15,100,100
56,15,100,110
56,15,100,115
56,15,100,120
56,15,100,125
56,25,100,20
56,25,100,23
56,25,100,50
56,25,100,51
56,25,100,52
56,25,100,53
56,25,100,58
56,25,100,60
56,25,100,67
56,25,100,70
56,25,100,90
56,25,100,100
56,25,100,110
56,25,100,115
56,25,100,120
56,25,100,125
56,29,100,20
56,29,100,23
56,29,100,50
56,29,100,51
56,29,100,52
56,29,100,53
56,29,100,58
56,29,100,60
56,29,100,67
56,29,100,70
56,29,100,90
56,29,100,100
56,29,100,110
56,29,100,115
56,29,100,120
56,29,100,125
56,35,100,20
56,35,100,23
56,35,100,50
56,35,100,51
56,35,100,52
56,35,100,53
56,35,100,58
56,35,100,60
56,35,100,67
56,35,100,70
56,35,100,90
56,35,100,100
56,35,100,110
56,35,100,115
56,35,100,120
56,35,100,125
56,45,100,20
56,45,100,23
56,45,100,50
56,45,100,51
56,45,100,52
56,45,100,53
56,45,100,58
56,45,100,60
56,45,100,67
56,45,100,70
56,45,100,90
56,45,100,100
56,45,100,110
56,45,100,115
56,45,100,120
56,45,100,125
57,15,100,20
57,15,100,23
57,15,100,50
57,15,100,51
57,15,100,52
57,15,100,53
57,15,100,58
57,15,100,60
57,15,100,67
57,15,100,70
57,15,100,90
57,15,100,100
57,15,100,110
57,15,100,115
57,15,100,120
57,15,100,125
57,25,100,20
57,25,100,23
57,25,100,50
57,25,100,51
57,25,100,52
57,25,100,53
57,25,100,58
57,25,100,60
57,25,100,67
57,25,100,70
57,25,100,90
57,25,100,100
57,25,100,110
57,25,100,115
57,25,100,120
57,25,100,125
57,29,100,20
57,29,100,23
57,29,100,50
57,29,100,51
57,29,100,52
57,29,100,53
57,29,100,58
57,29,100,60
57,29,100,67
57,29,100,70
57,29,100,90
57,29,100,100
57,29,100,110
57,29,100,115
57,29,100,120
57,29,100,125
57,35,100,20
57,35,100,23
57,35,100,50
57,35,100,51
57,35,100,52
57,35,100,53
57,35,100,58
57,35,100,60
57,35,100,67
57,35,100,70
57,35,100,90
57,35,100,100
57,35,100,110
57,35,100,115
57,35,100,120
57,35,100,125
57,45,100,20
57,45,100,23
57,45,100,50
57,45,100,51
57,45,100,52
57,45,100,53
57,45,100,58
57,45,100,60
57,45,100,67
57,45,100,70
57,45,100,90
57,45,100,100
57,45,100,110
57,45,100,115
57,45,100,120
57,45,100,125
58,15,100,20
58,15,100,23
58,15,100,50
58,15,100,51
58,15,100,52
58,15,100,53
58,15,100,58
58,15,100,60
58,15,100,67
58,15,100,70
58,15,100,90
58,15,100,100
58,15,100,110
58,15,100,115
58,15,100,120
58,15,100,125
58,25,100,20
58,25,100,23
58,25,100,50
58,25,100,51
58,25,100,52
58,25,100,53
58,25,100,58
58,25,100,60
58,25,100,67
58,25,100,70
58,25,100,90
58,25,100,100
58,25,100,110
58,25,100,115
58,25,100,120
58,25,100,125
58,29,100,20
58,29,100,23
58,29,100,50
58,29,100,51
58,29,100,52
58,29,100,53
58,29,100,58
58,29,100,60
58,29,100,67
58,29,100,70
58,29,100,90
58,29,100,100
58,29,100,110
58,29,100,115
58,29,100,120
58,29,100,125
58,35,100,20
58,35,100,23
58,35,100,50
58,35,100,51
58,35,100,52
58,35,100,53
58,35,100,58
58,35,100,60
58,35,100,67
58,35,100,70
58,35,100,90
58,35,100,100
58,35,100,110
58,35,100,115
58,35,100,120
58,35,100,125
58,45,100,20
58,45,100,23
58,45,100,50
58,45,100,51
58,45,100,52
58,45,100,53
58,45,100,58
58,45,100,60
58,45,100,67
58,45,100,70
58,45,100,90
58,45,100,100
58,45,100,110
58,45,100,115
58,45,100,120
58,45,100,125
67,15,100,20
67,15,100,23
67,15,100,50
67,15,100,51
67,15,100,52
67,15,100,53
67,15,100,58
67,15,100,60
67,15,100,67
67,15,100,70
67,15,100,90
67,15,100,100
67,15,100,110
67,15,100,115
67,15,100,120
67,15,100,125
67,25,100,20
67,25,100,23
67,25,100,50
67,25,100,51
67,25,100,52
67,25,100,53
67,25,100,58
67,25,100,60
67,25,100,67
67,25,100,70
67,25,100,90
67,25,100,100
67,25,100,110
67,25,100,115
67,25,100,120
67,25,100,125
67,29,100,20
67,29,100,23
67,29,100,50
67,29,100,51
67,29,100,52
67,29,100,53
67,29,100,58
67,29,100,60
67,29,100,67
67,29,100,70
67,29,100,90
67,29,100,100
67,29,100,110
67,29,100,115
67,29,100,120
67,29,100,125
67,35,100,20
67,35,100,23
67,35,100,50
67,35,100,51
67,35,100,52
67,35,100,53
67,35,100,58
67,35,100,60
67,35,100,67
67,35,100,70
67,35,100,90
67,35,100,100
67,35,100,110
67,35,100,115
67,35,100,120
67,35,100,125
67,45,100,20
67,45,100,23
67,45,100,50
67,45,100,51
67,45,100,52
67,45,100,53
67,45,100,58
67,45,100,60
67,45,100,67
67,45,100,70
67,45,100,90
67,45,100,100
67,45,100,110
67,45,100,115
67,45,100,120
67,45,100,125
68,15,100,20
68,15,100,23
68,15,100,50
68,15,100,51
68,15,100,52
68,15,100,53
68,15,100,58
68,15,100,60
68,15,100,67
68,15,100,70
68,15,100,90
68,15,100,100
68,15,100,110
68,15,100,115
68,15,100,120
68,15,100,125
68,25,100,20
68,25,100,23
68,25,100,50
68,25,100,51
68,25,100,52
68,25,100,53
68,25,100,58
68,25,100,60
68,25,100,67
68,25,100,70
68,25,100,90
68,25,100,100
68,25,100,110
68,25,100,115
68,25,100,120
68,25,100,125
68,29,100,20
68,29,100,23
68,29,100,50
68,29,100,51
68,29,100,52
68,29,100,53
68,29,100,58
68,29,100,60
68,29,100,67
68,29,100,70
68,29,100,90
68,29,100,100
68,29,100,110
68,29,100,115
68,29,100,120
68,29,100,125
68,35,100,20
68,35,100,23
68,35,100,50
68,35,100,51
68,35,100,52
68,35,100,53
68,35,100,58
68,35,100,60
68,35,100,67
68,35,100,70
68,35,100,90
68,35,100,100
68,35,100,110
68,35,100,115
68,35,100,120
68,35,100,125
68,45,100,20
68,45,100,23
68,45,100,50
68,45,100,51
68,45,100,52
68,45,100,53
68,45,100,58
68,45,100,60
68,45,100,67
68,45,100,70
68,45,100,90
68,45,100,100
68,45,100,110
68,45,100,115
68,45,100,120
68,45,100,125
72,15,100,20
72,15,100,23
72,15,100,50
72,15,100,51
72,15,100,52
72,15,100,53
72,15,100,58
72,15,100,60
72,15,100,67
72,15,100,70
72,15,100,90
72,15,100,100
72,15,100,110
72,15,100,115
72,15,100,120
72,15,100,125
72,25,100,20
72,25,100,23
72,25,100,50
72,25,100,51
72,25,100,52
72,25,100,53
72,25,100,58
72,25,100,60
72,25,100,67
72,25,100,70
72,25,100,90
72,25,100,100
72,25,100,110
72,25,100,115
72,25,100,120
72,25,100,125
72,29,100,20
72,29,100,23
72,29,100,50
72,29,100,51
72,29,100,52
72,29,100,53
72,29,100,58
72,29,100,60
72,29,100,67
72,29,100,70
72,29,100,90
72,29,100,100
72,29,100,110
72,29,100,115
72,29,100,120
72,29,100,125
72,35,100,20
72,35,100,23
72,35,100,50
72,35,100,51
72,35,100,52
72,35,100,53
72,35,100,58
72,35,100,60
72,35,100,67
72,35,100,70
72,35,100,90
72,35,100,100
72,35,100,110
72,35,100,115
72,35,100,120
72,35,100,125
72,45,100,20
72,45,100,23
72,45,100,50
72,45,100,51
72,45,100,52
72,45,100,53
72,45,100,58
72,45,100,60
72,45,100,67
72,45,100,70
72,45,100,90
72,45,100,100
72,45,100,110
72,45,100,115
72,45,100,120
72,45,100,125
76,15,100,20
76,15,100,23
76,15,100,50
76,15,100,51
76,15,100,52
76,15,100,53
76,15,100,58
76,15,100,60
76,15,100,67
76,15,100,70
76,15,100,90
76,15,100,100
76,15,100,110
76,15,100,115
76,15,100,120
76,15,100,125
76,25,100,20
76,25,100,23
76,25,100,50
76,25,100,51
76,25,100,52
76,25,100,53
76,25,100,58
76,25,100,60
76,25,100,67
76,25,100,70
76,25,100,90
76,25,100,100
76,25,100,110
76,25,100,115
76,25,100,120
76,25,100,125
76,29,100,20
76,29,100,23
76,29,100,50
76,29,100,51
76,29,100,52
76,29,100,53
76,29,100,58
76,29,100,60
76,29,100,67
76,29,100,70
76,29,100,90
76,29,100,100
76,29,100,110
76,29,100,115
76,29,100,120
76,29,100,125
76,35,100,20
76,35,100,23
76,35,100,50
76,35,100,51
76,35,100,52
76,35,100,53
76,35,100,58
76,35,100,60
76,35,100,67
76,35,100,70
76,35,100,90
76,35,100,100
76,35,100,110
76,35,100,115
76,35,100,120
76,35,100,125
76,45,100,20
76,45,100,23
76,45,100,50
76,45,100,51
76,45,100,52
76,45,100,53
76,45,100,58
76,45,100,60
76,45,100,67
76,45,100,70
76,45,100,90
76,45,100,100
76,45,100,110
76,45,100,115
76,45,100,120
76,45,100,125
78,15,100,20
78,15,100,23
78,15,100,50
78,15,100,51
78,15,100,52
78,15,100,53
78,15,100,58
78,15,100,60
78,15,100,67
78,15,100,70
78,15,100,90
78,15,100,100
78,15,100,110
78,15,100,115
78,15,100,120
78,15,100,125
78,25,100,20
78,25,100,23
78,25,100,50
78,25,100,51
78,25,100,52
78,25,100,53
78,25,100,58
