ed0b0eb5-0148-1cb3-d86c-b8ca3a7077ac,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.06,0.0171,0.2
ed0b1b42-0148-1cb3-f184-b8ca3a707758,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.62,0.2,2.5
ed0b3c50-0148-1cb3-f8ac-b8ca3a6f56b8,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,2.21,0.18,2.5
ed0b4204-0148-1cb3-fb70-b8ca3a706af4,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,1.91,0.21,2.5
ed0b46df-0148-1cb3-d6e0-b8ca3a6f5d98,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.1,0.1,0.5
ed0b892e-0148-1cb3-d7bc-90b11c1486c0,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,0.02,0.011,0.2
ed0b8c8c-0148-1cb3-ce78-b8ca3a6f5d98,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,0.14,0.086,0.2
ed0ab442-0148-1cb3-ce3c-90b11c12eb93,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,0.99,0.18,2.5
ed0ab815-0148-1cb3-edfc-b8ca3a706954,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.29,0.16,2.5
ed0acc44-0148-1cb3-c088-d4bed9ed0dd9,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,1.28,1.2,2.5
ed0acff2-0148-1cb3-e57c-d4bed9ed2c03,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,0.79,0.18,2.5
ed0ad9a3-0148-1cb3-f014-d4bed9ed2af5,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.67,0.13,2.5
ed0ae89a-0148-1cb3-edac-b8ca3a6f56b8,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.15,0.029,0.2
ed0b04b2-0148-1cb3-fb98-90b11c12dd0f,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.92,0.1,2.5
ed0b1069-0148-1cb3-c96c-90b11c12eba7,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,0.57,0.18,2.5
ed0b1d09-0148-1cb3-e548-b8ca3a70694c,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,1.71,0.31,2.5
ed0b3c66-0148-1cb3-e5f8-74867ade5daa,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.58,0.26,2.5
ed0b4e94-0148-1cb3-f2e4-90b11c1486c0,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,1.06,0.36,2.5
ed0aaf4d-0148-1000-f387-3e9e95eee463,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.4,0.2,0.5
ed0ab0be-0148-1cb3-e980-bc305bf74e94,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,1.44,0.3,2.5
ed0abcbc-0148-1cb3-e324-b8ca3a6f56b8,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.83,0.522,2.5
ed0abe9a-0148-1cb3-f0a8-90b11c12f46e,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,0.04,0.02,0.2
ed0acbd7-0148-1cb3-ef94-74867ade5a56,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.17,0.041,0.5
ed0ac9d4-0148-1cb3-ec5c-74867ade5a56,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.78,0.34,2.5
ed0ad2c1-0148-1cb3-d988-b8ca3a706ad4,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.99,0.59,2.5
ed0ad646-0148-1cb3-ebf4-d4bed9ed2af5,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,1.52,0.18,2.5
ed0adfef-0148-1cb3-f914-90b11c1486c0,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,1.56,0.29,2.5
ed0aec06-0148-1cb3-fe88-b8ca3a6f5d98,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.46,0.4,0.5
ed0aefa4-0148-1cb3-cb04-7845c4efb66f,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,2.36,0.18,2.5
ed0b04e8-0148-1cb3-f1ac-b8ca3a706954,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,1.52,0.15,2.5
ed0b062c-0148-1cb3-f3ac-b8ca3a706954,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.66,0.075,2.5
ed0b0ed7-0148-1cb3-ee08-7845c4efb66f,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.71,0.17,2.5
ed0b2a87-0148-1cb3-d3d0-b8ca3a707008,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,2.43,0.21,2.5
ed0b345b-0148-1cb3-f820-90b11c12f46e,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.44,0.2,0.5
ed0b37b1-0148-1cb3-eb3c-c81f66dd45ed,CAS_WR_DISTRIBUTION_ARBITRAGE_MODEL,1.65,0.18,2.5
ed0b36ed-0148-1cb3-fc84-90b11c12f46e,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,1.73,0.1,2.5
ed0b3ddb-0148-1cb3-d1c4-b8ca3a706954,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.31,0.18,2.5
ed0b40ec-0148-1cb3-da2c-90b11c12eba7,CAS_RANDOM_RANGE_ARBITRAGE_MODEL,0.11,0.029,0.2

